42.9826;22.0745;103.546
45.3737;23.4493;104.934
44.4381;23.2093;104.728
45.4838;23.9438;105.389
45.0732;23.4679;105.011
45.6437;23.9158;105.39
45.5301;24.0903;105.423
45.4016;23.7915;105.268
45.5092;23.7316;105.21
45.3565;23.9029;105.279
45.5979;23.8435;105.271
45.2334;23.6937;105.18
-nan;-nan;-nan
-nan;-nan;-nan
-nan;-nan;-nan
-nan;-nan;-nan
43.3108;34.0566;109.877
42.6674;33.7633;109.849
44.8804;22.4434;104.737
45.0951;22.9512;104.295
45.53;23.7833;105.265
45.3395;23.6592;105.112
45.258;23.7934;105.186
45.4494;23.4338;104.921
45.6692;23.8946;105.321
45.418;23.6392;105.143
45.4065;23.963;105.272
45.5597;23.7833;105.136
45.4944;23.8849;105.183
45.4184;23.5387;105.072
45.4417;23.7953;105.183
45.601;23.8144;105.181
45.6872;23.9964;105.459
45.4278;23.622;105.146
45.2918;23.7689;105.181
45.2432;23.7305;105.137
45.451;23.5813;105.092
45.1921;23.3112;104.865
45.0953;23.5098;104.986
45.6149;23.8624;105.247
45.405;23.7325;105.155
45.6121;23.8549;105.273
45.2503;23.6632;105.075
45.352;23.7274;105.148
45.3363;23.8869;105.253
45.2836;23.6932;105.039
45.3596;23.8449;105.197
45.2307;23.6297;105.057
45.5092;23.9906;105.278
45.6056;23.8939;105.414
45.3123;23.4957;105.092
45.7562;23.9361;105.382
45.2478;23.8669;105.128
45.6397;23.77;105.261
45.1404;23.5636;105.036
45.5176;23.8251;105.206
45.4173;23.8538;105.242
45.6499;23.8212;105.271
45.4954;23.6748;105.165
45.4814;23.8478;105.274
45.3429;23.823;105.264
45.4283;23.874;105.169
45.3732;23.6457;105.097
45.312;23.9577;105.316
45.2591;23.5966;105.052
45.4714;23.756;105.249
45.6198;23.8052;105.277
45.487;23.9119;105.273
45.3267;24.0051;105.329
45.3363;23.7311;105.139
45.5608;23.8037;105.316
45.3711;23.5544;105.03
45.5729;23.859;105.252
45.4266;23.6368;105.13
45.3959;23.7798;105.226
45.4339;23.787;105.219
45.3611;23.9261;105.313
45.2175;23.56;105.022
45.235;23.6588;105.094
45.4602;23.6593;105.127
45.4734;23.9352;105.323
45.5393;23.9617;105.295
45.0723;23.4222;104.857
45.3729;23.6431;105.14
45.421;23.9028;105.264
45.7473;23.9787;105.398
45.396;23.9001;105.233
45.5443;23.8315;105.242
45.4097;23.6025;105.1
45.3833;23.7955;105.24
45.3235;23.8579;105.288
45.4815;23.8732;105.304
45.3396;23.655;105.121
45.232;23.6388;105.082
45.4066;23.7093;105.113
45.556;23.7655;105.189
45.6312;23.9471;105.383
45.435;23.9837;105.337
45.5552;23.8538;105.332
45.2088;23.6493;105.023
45.4003;23.7987;105.257
45.1046;23.8384;105.129
45.3271;23.8267;105.257
45.5114;23.9034;105.339
45.6061;24.106;105.47
45.5503;24.1707;105.447
45.4901;23.9261;105.272
45.2499;23.7723;105.212
45.4647;23.8028;105.244
45.5346;24.0779;105.456
45.6409;23.8539;105.302
45.5222;23.8467;105.214
45.3919;23.9132;105.294
45.4125;23.9439;105.348
45.5272;23.7976;105.245
45.5788;23.7972;105.322
45.3672;23.8565;105.196
45.5578;23.864;105.306
45.5793;23.8742;105.307
45.4822;23.8163;105.261
45.4211;23.7937;105.203
45.3417;23.7722;105.228
45.5139;23.5691;105.155
45.52;23.6449;105.167
45.1688;23.6903;105.109
45.3537;23.9513;105.382
45.5206;23.7509;105.189
45.6575;23.7306;105.271
45.4096;23.9505;105.349
45.4939;23.7688;105.207
45.662;23.8799;105.345
45.5813;23.7549;105.213
45.5749;23.9972;105.432
45.3959;23.8491;105.228
45.3707;23.7682;105.159
45.3736;23.7281;105.132
45.3624;23.9134;105.318
45.5005;23.75;105.201
45.5998;23.9515;105.348
45.4716;23.7924;105.282
45.4362;23.6076;105.132
45.627;23.9752;105.434
